Causas (lista reducida);Sexo;Edad;Total
054 Enfermedades hipertensivas;Hombres;De 45 a 49 años;10
054 Enfermedades hipertensivas;Hombres;De 50 a 54 años;27
054 Enfermedades hipertensivas;Hombres;De 55 a 59 años;54
054 Enfermedades hipertensivas;Hombres;De 60 a 64 años;97
054 Enfermedades hipertensivas;Hombres;De 65 a 69 años;130
054 Enfermedades hipertensivas;Hombres;De 70 a 74 años;250
054 Enfermedades hipertensivas;Hombres;De 75 a 79 años;337
054 Enfermedades hipertensivas;Hombres;De 80 a 84 años;589
054 Enfermedades hipertensivas;Hombres;De 85 a 89 años;1.031
054 Enfermedades hipertensivas;Hombres;De 90 a 94 años;876
054 Enfermedades hipertensivas;Hombres;De 95 años y más;420
055 Infarto agudo de miocardio;Hombres;Menores de 1 año;0
055 Infarto agudo de miocardio;Hombres;De 1 a 4 años;0
055 Infarto agudo de miocardio;Hombres;De 5 a 9 años;0
055 Infarto agudo de miocardio;Hombres;De 10 a 14 años;0
055 Infarto agudo de miocardio;Hombres;De 15 a 19 años;2
055 Infarto agudo de miocardio;Hombres;De 20 a 24 años;2
055 Infarto agudo de miocardio;Hombres;De 25 a 29 años;10
055 Infarto agudo de miocardio;Hombres;De 30 a 34 años;12
055 Infarto agudo de miocardio;Hombres;De 35 a 39 años;41
055 Infarto agudo de miocardio;Hombres;De 40 a 44 años;97
055 Infarto agudo de miocardio;Hombres;De 45 a 49 años;206
055 Infarto agudo de miocardio;Hombres;De 50 a 54 años;447
055 Infarto agudo de miocardio;Hombres;De 55 a 59 años;559
055 Infarto agudo de miocardio;Hombres;De 60 a 64 años;733
055 Infarto agudo de miocardio;Hombres;De 65 a 69 años;802
055 Infarto agudo de miocardio;Hombres;De 70 a 74 años;993
055 Infarto agudo de miocardio;Hombres;De 75 a 79 años;1.054
055 Infarto agudo de miocardio;Hombres;De 80 a 84 años;1.216
055 Infarto agudo de miocardio;Hombres;De 85 a 89 años;1.226
055 Infarto agudo de miocardio;Hombres;De 90 a 94 años;695
055 Infarto agudo de miocardio;Hombres;De 95 años y más;222
056 Otras enfermedades isquémicas del corazón;Hombres;Menores de 1 año;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 1 a 4 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 5 a 9 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 10 a 14 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 15 a 19 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 20 a 24 años;0
056 Otras enfermedades isquémicas del corazón;Hombres;De 25 a 29 años;2
056 Otras enfermedades isquémicas del corazón;Hombres;De 30 a 34 años;8
056 Otras enfermedades isquémicas del corazón;Hombres;De 35 a 39 años;16
056 Otras enfermedades isquémicas del corazón;Hombres;De 40 a 44 años;62
056 Otras enfermedades isquémicas del corazón;Hombres;De 45 a 49 años;131
056 Otras enfermedades isquémicas del corazón;Hombres;De 50 a 54 años;309
056 Otras enfermedades isquémicas del corazón;Hombres;De 55 a 59 años;416
056 Otras enfermedades isquémicas del corazón;Hombres;De 60 a 64 años;560
056 Otras enfermedades isquémicas del corazón;Hombres;De 65 a 69 años;681
056 Otras enfermedades isquémicas del corazón;Hombres;De 70 a 74 años;1.005
056 Otras enfermedades isquémicas del corazón;Hombres;De 75 a 79 años;1.168
056 Otras enfermedades isquémicas del corazón;Hombres;De 80 a 84 años;1.520
056 Otras enfermedades isquémicas del corazón;Hombres;De 85 a 89 años;1.934
056 Otras enfermedades isquémicas del corazón;Hombres;De 90 a 94 años;1.144
056 Otras enfermedades isquémicas del corazón;Hombres;De 95 años y más;436
057 Insuficiencia cardíaca;Hombres;Menores de 1 año;2
057 Insuficiencia cardíaca;Hombres;De 1 a 4 años;2
057 Insuficiencia cardíaca;Hombres;De 5 a 9 años;1
057 Insuficiencia cardíaca;Hombres;De 10 a 14 años;0
057 Insuficiencia cardíaca;Hombres;De 15 a 19 años;2
057 Insuficiencia cardíaca;Hombres;De 20 a 24 años;3
057 Insuficiencia cardíaca;Hombres;De 25 a 29 años;5
057 Insuficiencia cardíaca;Hombres;De 30 a 34 años;18
057 Insuficiencia cardíaca;Hombres;De 35 a 39 años;31
057 Insuficiencia cardíaca;Hombres;De 40 a 44 años;55
057 Insuficiencia cardíaca;Hombres;De 45 a 49 años;104
057 Insuficiencia cardíaca;Hombres;De 50 a 54 años;156
057 Insuficiencia cardíaca;Hombres;De 55 a 59 años;183
057 Insuficiencia cardíaca;Hombres;De 60 a 64 años;209
057 Insuficiencia cardíaca;Hombres;De 65 a 69 años;233
057 Insuficiencia cardíaca;Hombres;De 70 a 74 años;377
057 Insuficiencia cardíaca;Hombres;De 75 a 79 años;554
057 Insuficiencia cardíaca;Hombres;De 80 a 84 años;1.176
057 Insuficiencia cardíaca;Hombres;De 85 a 89 años;1.997
057 Insuficiencia cardíaca;Hombres;De 90 a 94 años;1.605
057 Insuficiencia cardíaca;Hombres;De 95 años y más;674
058 Otras enfermedades del corazón;Hombres;Menores de 1 año;8
058 Otras enfermedades del corazón;Hombres;De 1 a 4 años;2
058 Otras enfermedades del corazón;Hombres;De 5 a 9 años;4
058 Otras enfermedades del corazón;Hombres;De 10 a 14 años;5
058 Otras enfermedades del corazón;Hombres;De 15 a 19 años;5
058 Otras enfermedades del corazón;Hombres;De 20 a 24 años;12
058 Otras enfermedades del corazón;Hombres;De 25 a 29 años;14
058 Otras enfermedades del corazón;Hombres;De 30 a 34 años;29
058 Otras enfermedades del corazón;Hombres;De 35 a 39 años;48
058 Otras enfermedades del corazón;Hombres;De 40 a 44 años;83
058 Otras enfermedades del corazón;Hombres;De 45 a 49 años;157
058 Otras enfermedades del corazón;Hombres;De 50 a 54 años;320
058 Otras enfermedades del corazón;Hombres;De 55 a 59 años;420
058 Otras enfermedades del corazón;Hombres;De 60 a 64 años;512
058 Otras enfermedades del corazón;Hombres;De 65 a 69 años;707
058 Otras enfermedades del corazón;Hombres;De 70 a 74 años;957
058 Otras enfermedades del corazón;Hombres;De 75 a 79 años;1.177
058 Otras enfermedades del corazón;Hombres;De 80 a 84 años;1.714
058 Otras enfermedades del corazón;Hombres;De 85 a 89 años;2.366
058 Otras enfermedades del corazón;Hombres;De 90 a 94 años;1.643
058 Otras enfermedades del corazón;Hombres;De 95 años y más;566
059 Enfermedades cerebrovasculares;Hombres;Menores de 1 año;0
059 Enfermedades cerebrovasculares;Hombres;De 1 a 4 años;2
059 Enfermedades cerebrovasculares;Hombres;De 5 a 9 años;1
059 Enfermedades cerebrovasculares;Hombres;De 10 a 14 años;2
059 Enfermedades cerebrovasculares;Hombres;De 15 a 19 años;1
059 Enfermedades cerebrovasculares;Hombres;De 20 a 24 años;7
059 Enfermedades cerebrovasculares;Hombres;De 25 a 29 años;5
059 Enfermedades cerebrovasculares;Hombres;De 30 a 34 años;17
059 Enfermedades cerebrovasculares;Hombres;De 35 a 39 años;26
059 Enfermedades cerebrovasculares;Hombres;De 40 a 44 años;60
059 Enfermedades cerebrovasculares;Hombres;De 45 a 49 años;116
059 Enfermedades cerebrovasculares;Hombres;De 50 a 54 años;228
059 Enfermedades cerebrovasculares;Hombres;De 55 a 59 años;350
059 Enfermedades cerebrovasculares;Hombres;De 60 a 64 años;443
059 Enfermedades cerebrovasculares;Hombres;De 65 a 69 años;629
059 Enfermedades cerebrovasculares;Hombres;De 70 a 74 años;1.032
059 Enfermedades cerebrovasculares;Hombres;De 75 a 79 años;1.472
059 Enfermedades cerebrovasculares;Hombres;De 80 a 84 años;2.072
059 Enfermedades cerebrovasculares;Hombres;De 85 a 89 años;2.552
059 Enfermedades cerebrovasculares;Hombres;De 90 a 94 años;1.543
059 Enfermedades cerebrovasculares;Hombres;De 95 años y más;528
060 Aterosclerosis;Hombres;Menores de 1 año;0
060 Aterosclerosis;Hombres;De 1 a 4 años;0
060 Aterosclerosis;Hombres;De 5 a 9 años;0
060 Aterosclerosis;Hombres;De 10 a 14 años;0
060 Aterosclerosis;Hombres;De 15 a 19 años;0
060 Aterosclerosis;Hombres;De 20 a 24 años;0
060 Aterosclerosis;Hombres;De 25 a 29 años;0
060 Aterosclerosis;Hombres;De 30 a 34 años;0
060 Aterosclerosis;Hombres;De 35 a 39 años;0
060 Aterosclerosis;Hombres;De 40 a 44 años;0
060 Aterosclerosis;Hombres;De 45 a 49 años;0
060 Aterosclerosis;Hombres;De 50 a 54 años;3
060 Aterosclerosis;Hombres;De 55 a 59 años;5
060 Aterosclerosis;Hombres;De 60 a 64 años;6
060 Aterosclerosis;Hombres;De 65 a 69 años;7
060 Aterosclerosis;Hombres;De 70 a 74 años;14
060 Aterosclerosis;Hombres;De 75 a 79 años;69
060 Aterosclerosis;Hombres;De 80 a 84 años;113
060 Aterosclerosis;Hombres;De 85 a 89 años;184
060 Aterosclerosis;Hombres;De 90 a 94 años;118
060 Aterosclerosis;Hombres;De 95 años y más;55
061 Otras enfermedades de los vasos sanguíneos;Hombres;Menores de 1 año;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 1 a 4 años;2
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 5 a 9 años;0
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 10 a 14 años;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 15 a 19 años;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 20 a 24 años;3
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 25 a 29 años;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 30 a 34 años;1
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 35 a 39 años;21
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 40 a 44 años;22
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 45 a 49 años;60
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 50 a 54 años;79
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 55 a 59 años;141
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 60 a 64 años;214
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 65 a 69 años;268
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 70 a 74 años;373
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 75 a 79 años;349
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 80 a 84 años;406
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 85 a 89 años;442
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 90 a 94 años;226
061 Otras enfermedades de los vasos sanguíneos;Hombres;De 95 años y más;79
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;Menores de 1 año;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 1 a 4 años;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 5 a 9 años;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 10 a 14 años;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 15 a 19 años;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 20 a 24 años;0
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 25 a 29 años;3
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 30 a 34 años;1
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 35 a 39 años;4
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 40 a 44 años;5
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 45 a 49 años;11
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 50 a 54 años;23
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 55 a 59 años;20
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 60 a 64 años;36
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 65 a 69 años;43
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 70 a 74 años;69
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 75 a 79 años;68
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 80 a 84 años;125
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 85 a 89 años;147
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 90 a 94 años;95
062 Influenza (gripe) (incluye gripe por virus de la influenza pandémica o zoonótica identificados);Hombres;De 95 años y más;28
063 Neumonía;Hombres;Menores de 1 año;0
063 Neumonía;Hombres;De 1 a 4 años;0
063 Neumonía;Hombres;De 5 a 9 años;0
063 Neumonía;Hombres;De 10 a 14 años;0
063 Neumonía;Hombres;De 15 a 19 años;2
063 Neumonía;Hombres;De 20 a 24 años;1
063 Neumonía;Hombres;De 25 a 29 años;1
063 Neumonía;Hombres;De 30 a 34 años;5
063 Neumonía;Hombres;De 35 a 39 años;6
063 Neumonía;Hombres;De 40 a 44 años;13
063 Neumonía;Hombres;De 45 a 49 años;42
063 Neumonía;Hombres;De 50 a 54 años;58
063 Neumonía;Hombres;De 55 a 59 años;110
063 Neumonía;Hombres;De 60 a 64 años;116
063 Neumonía;Hombres;De 65 a 69 años;183
063 Neumonía;Hombres;De 70 a 74 años;292
063 Neumonía;Hombres;De 75 a 79 años;446
063 Neumonía;Hombres;De 80 a 84 años;879
063 Neumonía;Hombres;De 85 a 89 años;1.274
063 Neumonía;Hombres;De 90 a 94 años;995
063 Neumonía;Hombres;De 95 años y más;414
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;Menores de 1 año;1
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 1 a 4 años;0
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 5 a 9 años;0
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 10 a 14 años;1
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 15 a 19 años;0
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 20 a 24 años;0
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 25 a 29 años;0
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 30 a 34 años;1
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 35 a 39 años;2
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 40 a 44 años;3
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 45 a 49 años;22
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 50 a 54 años;77
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 55 a 59 años;166
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 60 a 64 años;307
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 65 a 69 años;575
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 70 a 74 años;1.045
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 75 a 79 años;1.414
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 80 a 84 años;1.988
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 85 a 89 años;2.321
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 90 a 94 años;1.384
064 Enfermedades crónicas de las vías respiratorias inferiores (excepto asma);Hombres;De 95 años y más;442
065 Asma;Hombres;Menores de 1 año;0
065 Asma;Hombres;De 1 a 4 años;1
065 Asma;Hombres;De 5 a 9 años;0
065 Asma;Hombres;De 10 a 14 años;1
065 Asma;Hombres;De 15 a 19 años;0
065 Asma;Hombres;De 20 a 24 años;0
065 Asma;Hombres;De 25 a 29 años;1
065 Asma;Hombres;De 30 a 34 años;3
065 Asma;Hombres;De 35 a 39 años;5
065 Asma;Hombres;De 40 a 44 años;3
065 Asma;Hombres;De 45 a 49 años;5
065 Asma;Hombres;De 50 a 54 años;6
065 Asma;Hombres;De 55 a 59 años;6
065 Asma;Hombres;De 60 a 64 años;7
065 Asma;Hombres;De 65 a 69 años;8
065 Asma;Hombres;De 70 a 74 años;11
065 Asma;Hombres;De 75 a 79 años;17
065 Asma;Hombres;De 80 a 84 años;25
065 Asma;Hombres;De 85 a 89 años;32
065 Asma;Hombres;De 90 a 94 años;19
065 Asma;Hombres;De 95 años y más;8
066 Insuficiencia respiratoria;Hombres;Menores de 1 año;1
066 Insuficiencia respiratoria;Hombres;De 1 a 4 años;0
066 Insuficiencia respiratoria;Hombres;De 5 a 9 años;0
066 Insuficiencia respiratoria;Hombres;De 10 a 14 años;0
066 Insuficiencia respiratoria;Hombres;De 15 a 19 años;2
066 Insuficiencia respiratoria;Hombres;De 20 a 24 años;1
066 Insuficiencia respiratoria;Hombres;De 25 a 29 años;4
066 Insuficiencia respiratoria;Hombres;De 30 a 34 años;4
066 Insuficiencia respiratoria;Hombres;De 35 a 39 años;5
066 Insuficiencia respiratoria;Hombres;De 40 a 44 años;5
066 Insuficiencia respiratoria;Hombres;De 45 a 49 años;13
066 Insuficiencia respiratoria;Hombres;De 50 a 54 años;31
066 Insuficiencia respiratoria;Hombres;De 55 a 59 años;38
066 Insuficiencia respiratoria;Hombres;De 60 a 64 años;40
066 Insuficiencia respiratoria;Hombres;De 65 a 69 años;50
066 Insuficiencia respiratoria;Hombres;De 70 a 74 años;71
066 Insuficiencia respiratoria;Hombres;De 75 a 79 años;66
066 Insuficiencia respiratoria;Hombres;De 80 a 84 años;147
066 Insuficiencia respiratoria;Hombres;De 85 a 89 años;194
066 Insuficiencia respiratoria;Hombres;De 90 a 94 años;166
066 Insuficiencia respiratoria;Hombres;De 95 años y más;65
067 Otras enfermedades del sistema respiratorio;Hombres;Menores de 1 año;7
067 Otras enfermedades del sistema respiratorio;Hombres;De 1 a 4 años;2
067 Otras enfermedades del sistema respiratorio;Hombres;De 5 a 9 años;0
067 Otras enfermedades del sistema respiratorio;Hombres;De 10 a 14 años;3
067 Otras enfermedades del sistema respiratorio;Hombres;De 15 a 19 años;6
067 Otras enfermedades del sistema respiratorio;Hombres;De 20 a 24 años;13
067 Otras enfermedades del sistema respiratorio;Hombres;De 25 a 29 años;20
067 Otras enfermedades del sistema respiratorio;Hombres;De 30 a 34 años;34
067 Otras enfermedades del sistema respiratorio;Hombres;De 35 a 39 años;50
067 Otras enfermedades del sistema respiratorio;Hombres;De 40 a 44 años;80
067 Otras enfermedades del sistema respiratorio;Hombres;De 45 a 49 años;121
067 Otras enfermedades del sistema respiratorio;Hombres;De 50 a 54 años;166
067 Otras enfermedades del sistema respiratorio;Hombres;De 55 a 59 años;212
067 Otras enfermedades del sistema respiratorio;Hombres;De 60 a 64 años;286
067 Otras enfermedades del sistema respiratorio;Hombres;De 65 a 69 años;365
067 Otras enfermedades del sistema respiratorio;Hombres;De 70 a 74 años;672
067 Otras enfermedades del sistema respiratorio;Hombres;De 75 a 79 años;998
067 Otras enfermedades del sistema respiratorio;Hombres;De 80 a 84 años;1.716
067 Otras enfermedades del sistema respiratorio;Hombres;De 85 a 89 años;2.507
067 Otras enfermedades del sistema respiratorio;Hombres;De 90 a 94 años;1.896
067 Otras enfermedades del sistema respiratorio;Hombres;De 95 años y más;829
068 Úlcera de estómago, duodeno y yeyuno;Hombres;Menores de 1 año;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 1 a 4 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 5 a 9 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 10 a 14 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 15 a 19 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 20 a 24 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 25 a 29 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 30 a 34 años;0
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 35 a 39 años;1
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 40 a 44 años;2
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 45 a 49 años;10
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 50 a 54 años;16
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 55 a 59 años;23
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 60 a 64 años;23
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 65 a 69 años;30
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 70 a 74 años;18
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 75 a 79 años;36
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 80 a 84 años;46
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 85 a 89 años;46
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 90 a 94 años;31
068 Úlcera de estómago, duodeno y yeyuno;Hombres;De 95 años y más;5
069 Enteritis y colitis no infecciosas;Hombres;Menores de 1 año;0
069 Enteritis y colitis no infecciosas;Hombres;De 1 a 4 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 5 a 9 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 10 a 14 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 15 a 19 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 20 a 24 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 25 a 29 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 30 a 34 años;1
069 Enteritis y colitis no infecciosas;Hombres;De 35 a 39 años;1
069 Enteritis y colitis no infecciosas;Hombres;De 40 a 44 años;0
069 Enteritis y colitis no infecciosas;Hombres;De 45 a 49 años;4
069 Enteritis y colitis no infecciosas;Hombres;De 50 a 54 años;1
069 Enteritis y colitis no infecciosas;Hombres;De 55 a 59 años;6
069 Enteritis y colitis no infecciosas;Hombres;De 60 a 64 años;9
069 Enteritis y colitis no infecciosas;Hombres;De 65 a 69 años;8
069 Enteritis y colitis no infecciosas;Hombres;De 70 a 74 años;10
069 Enteritis y colitis no infecciosas;Hombres;De 75 a 79 años;16
069 Enteritis y colitis no infecciosas;Hombres;De 80 a 84 años;23
069 Enteritis y colitis no infecciosas;Hombres;De 85 a 89 años;26
069 Enteritis y colitis no infecciosas;Hombres;De 90 a 94 años;12
069 Enteritis y colitis no infecciosas;Hombres;De 95 años y más;0
070 Enfermedad vascular intestinal;Hombres;Menores de 1 año;0
070 Enfermedad vascular intestinal;Hombres;De 1 a 4 años;0
070 Enfermedad vascular intestinal;Hombres;De 5 a 9 años;0
070 Enfermedad vascular intestinal;Hombres;De 10 a 14 años;0
070 Enfermedad vascular intestinal;Hombres;De 15 a 19 años;2
070 Enfermedad vascular intestinal;Hombres;De 20 a 24 años;0
070 Enfermedad vascular intestinal;Hombres;De 25 a 29 años;0
070 Enfermedad vascular intestinal;Hombres;De 30 a 34 años;1
070 Enfermedad vascular intestinal;Hombres;De 35 a 39 años;1
070 Enfermedad vascular intestinal;Hombres;De 40 a 44 años;1
070 Enfermedad vascular intestinal;Hombres;De 45 a 49 años;4
070 Enfermedad vascular intestinal;Hombres;De 50 a 54 años;27
070 Enfermedad vascular intestinal;Hombres;De 55 a 59 años;27
070 Enfermedad vascular intestinal;Hombres;De 60 a 64 años;43
070 Enfermedad vascular intestinal;Hombres;De 65 a 69 años;78
070 Enfermedad vascular intestinal;Hombres;De 70 a 74 años;119
070 Enfermedad vascular intestinal;Hombres;De 75 a 79 años;171
070 Enfermedad vascular intestinal;Hombres;De 80 a 84 años;238
070 Enfermedad vascular intestinal;Hombres;De 85 a 89 años;269
070 Enfermedad vascular intestinal;Hombres;De 90 a 94 años;169
070 Enfermedad vascular intestinal;Hombres;De 95 años y más;45
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;Menores de 1 año;0
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 1 a 4 años;0
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 5 a 9 años;0
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 10 a 14 años;0
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 15 a 19 años;0
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 20 a 24 años;1
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 25 a 29 años;1
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 30 a 34 años;8
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 35 a 39 años;16
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 40 a 44 años;43
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 45 a 49 años;148
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 50 a 54 años;334
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 55 a 59 años;453
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 60 a 64 años;464
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 65 a 69 años;467
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 70 a 74 años;437
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 75 a 79 años;386
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 80 a 84 años;285
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 85 a 89 años;168
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 90 a 94 años;46
071 Cirrosis y otras enfermedades crónicas del hígado;Hombres;De 95 años y más;12
072 Otras enfermedades del sistema digestivo;Hombres;Menores de 1 año;3
072 Otras enfermedades del sistema digestivo;Hombres;De 1 a 4 años;4
072 Otras enfermedades del sistema digestivo;Hombres;De 5 a 9 años;1
072 Otras enfermedades del sistema digestivo;Hombres;De 10 a 14 años;3
072 Otras enfermedades del sistema digestivo;Hombres;De 15 a 19 años;1
072 Otras enfermedades del sistema digestivo;Hombres;De 20 a 24 años;4
072 Otras enfermedades del sistema digestivo;Hombres;De 25 a 29 años;4
072 Otras enfermedades del sistema digestivo;Hombres;De 30 a 34 años;13
072 Otras enfermedades del sistema digestivo;Hombres;De 35 a 39 años;30
072 Otras enfermedades del sistema digestivo;Hombres;De 40 a 44 años;46
072 Otras enfermedades del sistema digestivo;Hombres;De 45 a 49 años;107
072 Otras enfermedades del sistema digestivo;Hombres;De 50 a 54 años;192
072 Otras enfermedades del sistema digestivo;Hombres;De 55 a 59 años;266
072 Otras enfermedades del sistema digestivo;Hombres;De 60 a 64 años;323
072 Otras enfermedades del sistema digestivo;Hombres;De 65 a 69 años;383
072 Otras enfermedades del sistema digestivo;Hombres;De 70 a 74 años;593
072 Otras enfermedades del sistema digestivo;Hombres;De 75 a 79 años;771
072 Otras enfermedades del sistema digestivo;Hombres;De 80 a 84 años;1.070
072 Otras enfermedades del sistema digestivo;Hombres;De 85 a 89 años;1.467
072 Otras enfermedades del sistema digestivo;Hombres;De 90 a 94 años;943
072 Otras enfermedades del sistema digestivo;Hombres;De 95 años y más;354
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;Menores de 1 año;0
073 XII.Enfermedades de la piel y del tejido subcutáneo;Hombres;De 1 a 4 años;0
